RCR;PPN;Titre;Responsabilité principale;Responsabilité secondaire;Éditeur;Date;Titre original;IdRef Auteurs;Auteurs;IdRef Traducteurs;Traducteurs
751052115;https://www.sudoc.fr/067628702;De l'Acquisition de souveraineté sur les territoires polaires;Gustav Smedal;Traduit du norvégien par Pierre Rokseth;;;Erhvervelse av statshøihet over polarområder;['105689084'];['Smedal, Gustav (1888-....)'];['243515685'];['Rokseth, Pierre ()']
751052115;https://www.sudoc.fr/067165036;Mes chasses dans la toundra canadienne;Helge Ingstad;Traduit du norvégien par Mte Chevalley et I. Ozanne;Payot;1938;;['058635483'];['Ingstad, Helge (1899-2001)'];['026785978' '031277136'];['Chevalley, Marguerite (1880-1979)' 'Ozanne, Isabelle ()']
751052115;https://www.sudoc.fr/065748247;Victoria;Trad. du norvégien par Sigrid R. Peyronnet;;F. Rieder;1920;;['026913852'];['Hamsun, Knut (1859-1952)'];[];['Peyronnet, Sigrid R. ()']
751052115;https://www.sudoc.fr/064641082;Nous deux;Olav Gullvaag;Traduit du norvégien par Madeleine Blanc-Paulsen;J. Marguerat (Impr. réunies);1946;Det byrja ei jonsoknatt;[];['Gullvaag, Olav ()'];['067051758'];['Blanc-Paulsen, Madeleine ()']
751052115;https://www.sudoc.fr/061717509;Lajla;J. A. Friis;trad. du Norvegien par Judith et Gilles Gérard;"éd. ""Je sers""";1943;;['061717258'];['Friis, Jens Andreas (1821-1896)'];['03472107X' '034721088'];['Gérard-Arlberg, Judith ()' 'Gérard-Arlberg, Gilles (19..-....)']
751052115;https://www.sudoc.fr/055869378;Mais demain...;Nordahl Grieg;traduite du norvégien par Henri Fer;;;Men imorgen;['034410856'];['Grieg, Nordahl (1902-1943)'];['203363906'];['Fer, Henri ()']
751052115;https://www.sudoc.fr/055342205;Kristinus Bergman;Arthur Omre;traduit du Norvégien par Marguerite Chevalley;;;Kristinus Bergman;['034411143'];['Omre, Arthur (1887-1967)'];['026785978'];['Chevalley, Marguerite (1880-1979)']
751052115;https://www.sudoc.fr/051876914;Maternités;Sigrid Undset;traduit du norvégien respectivement par Victor Vinde et Jacques de Coussange;Éditions Kra;1929;;['027172511'];['Undset, Sigrid (1882-1949)'];['029491975' '034626867'];['Vinde, Victor (1903-1970)' 'Coussange, Jacques de (1869-1944)']
751052115;https://www.sudoc.fr/051180871;Printemps;Sigrid Undset;trad. du norvégien par Elna Cornet;Stock;1932;;['027172511'];['Undset, Sigrid (1882-1949)'];[];[]
751052115;https://www.sudoc.fr/047798769;La saga de l'élan roi des forêts sauvages;Andreas Haukland;traduit du norvégien par Marguerite Gay et Gerd de Mautort;Stock;1931;;['034628576'];['Haukland, Andréas (1873-1933)'];['026885883' '027019349'];['Gay, Marguerite (1881-....)' 'Mautort, Gerd de (1905-1999)']
751052115;https://www.sudoc.fr/045693951;Christine Lavransdatter;Sigrid Undset;trad. du norvégien par E. Avenard;Stock;1940;;['027172511'];['Undset, Sigrid (1882-1949)'];['026697750'];['Avenard, Étienne (1873-1952)']
751052115;https://www.sudoc.fr/045693927;Christine Lavransdatter;trad. du norvégien par E. Avenard, préface de André Bellesort;;Stock;1940;;['027172511'];['Undset, Sigrid (1882-1949)'];[];[]
751052115;https://www.sudoc.fr/045693919;Christine Lavransdatter;Sigrid Undset;traduit du norvégien par Th. Hammar et M. Metzger;Stock;1940;;['027172511'];['Undset, Sigrid (1882-1949)'];['02691350X' '027025977'];['Hammar, Thekla (1872-1953)' 'Metzger, Marthe ()']
751052115;https://www.sudoc.fr/045499667;La crise de la vérité;Johan Hjort;traduit par le colonel Cros;;;;['084355395'];['Hjort, Johan (1869-1948)'];['140013504'];['Cros, Georges (19..-....)']
751052115;https://www.sudoc.fr/045136955;Else;A. L. Kielland;trad. du norvégien... par Alfred Jolivet,...;;;Else;['030112958'];['Kielland, Alexander Lange (1849-1906)'];['026939517'];['Jolivet, Alfred (1885-1966)']
751052115;https://www.sudoc.fr/029848768;La ville de Kristiania;publié sous les auspices du Comité de la bourse et du commerce par G. Amnéus,...;;;;;['204729769'];['Amnéus, Johan Gustaf (1865-19..)'];[];[]
751052115;https://www.sudoc.fr/027121550;L'épopée de l'eau lourde (Det demrer en dag);Capitaine Knut Haukelid;traduit du norvégien par Georges Charbonnier;;;Der demrer en dag;['193342324'];['Haukelid, Knut (1911-1994)'];['030947650'];['Charbonnier, Georges (19..-....)']
751052115;https://www.sudoc.fr/026526972;Au-dessus des forces humaines;Björnstjerne Björnson;Ie partie, deux actes traduit par le Comte Prozor, IIe partie, quatre actes traduit par M. Lugné-Poë avec l'autorisation et l'approbation de l'auteur;Éditions de la Revue blanche;1901;;['028489535'];['Bjørnson, Bjørnstjerne (1832-1910)'];['028017099' '035242353'];['Prozor, Maurice (1848-1928)' 'Lugné-Poë,  (1869-1940)']
751052115;https://www.sudoc.fr/024350923;Le Finnmarkien;par Johs. Bøe et A. Nummedal;[trad. en français par Jean Lescoffier];;;;['177572310'];['Bøe, Johannes (1891-1971)'];['03375621X'];['Lescoffier, Jean (1875-1947)']
751052115;https://www.sudoc.fr/015120066;L'Arménie et le Proche Orient;par Fridtjof Nansen;[traduit du norvégien par Anne Omtvedt];;;;['029928753'];['Nansen, Fridtjof (1861-1930)'];['250655276'];['Omtvedt, Arne (19..-....)']
751052115;https://www.sudoc.fr/008127204;Œuvres complètes;Henrik Ibsen;traduites par P.-G. La Chesnais;;;Når vi døde vågner;['027325032'];['Ibsen, Henrik (1828-1906)'];['02695592X'];['La Chesnais, Pierre Georget (1865-1948)']
751052115;https://www.sudoc.fr/003463699;Les soutiens de la société;Henrik Ibsen;trad. [du norvégien]...;P. V. Stock;1902;;['027325032'];['Ibsen, Henrik (1828-1906)'];[];[]
751052115;https://www.sudoc.fr/002495945;La maison et la mer;Johan Bojer;trad. du norvégien par P. G. La Chesnais;Calmann-Lévy;1935;;['088559971'];['Bojer, Johan (1872-1959)'];['02695592X'];['La Chesnais, Pierre Georget (1865-1948)']
751052115;https://www.sudoc.fr/002100770;Les Oiseaux blancs;Johan Bojer;trad. du norvégien par P. G. La Chesnais;Calmann-Lévy;1932;;['088559971'];['Bojer, Johan (1872-1959)'];['02695592X'];['La Chesnais, Pierre Georget (1865-1948)']
751052115;https://www.sudoc.fr/002005565;Un Fils de la mer;Lars Hansen;trad. de M. Chevalley et I. Ozanne;G. Crès;1931;;[];['Hansen, Lars (1869-19..)'];['026785978'];['Chevalley, Marguerite (1880-1979)' 'Ozanne, I ()']
751052115;https://www.sudoc.fr/001875353;Les revenants;Henrik Ibsen;drames traduits par M. Prozor...;Perrin et Cie;1922;Gengangere;['027325032'];['Ibsen, Henrik (1828-1906)'];['028017099'];['Prozor, Maurice (1848-1928)']
751052115;https://www.sudoc.fr/001875345;Solness le constructeur;Henrik Ibsen;traduit par M. Prozor;Perrin et Cie;1921;Bygmester Solness;['027325032'];['Ibsen, Henrik (1828-1906)'];['028017099'];['Prozor, Maurice (1848-1928)']
751052115;https://www.sudoc.fr/001819186;Le caméléon;Johan Bojer;traduit du norvégien par P.G. La Chesnais;Calmann-Lévy;1921;;['088559971'];['Bojer, Johan (1872-1959)'];['02695592X'];['La Chesnais, Pierre Georget (1865-1948)']
751052115;https://www.sudoc.fr/001769405;Maternité;Johan Bojer;trad. du norvégien par Guy-Charles Cros;Calmann Lévy;1907;;['088559971'];['Bojer, Johan (1872-1959)'];['030780217'];['Cros, Guy-Charles (1879-1956)']
751052115;https://www.sudoc.fr/00170513X;Le Nouveau temple;Johan Bojer;traduit du norvégien par P.-G. La Chesnais;Calmann-Lévy;1930;;['088559971'];['Bojer, Johan (1872-1959)'];['02695592X'];['La Chesnais, Pierre Georget (1865-1948)']
751052115;https://www.sudoc.fr/001703420;Le Visage du monde;Johan Bojer;trad. du norvégien par Jacques de Coussange;Hachette;1929;;['088559971'];['Bojer, Johan (1872-1959)'];['034626867'];['Coussange, Jacques de (1869-1944)']
751052115;https://www.sudoc.fr/001645463;Le Prisonnier qui chantait;Johan Bojer;trad. du norvégien par P.-G. La Chesnais;Calmann-Lévy;1929;;['088559971'];['Bojer, Johan (1872-1959)'];['02695592X'];['La Chesnais, Pierre Georget (1865-1948)']
751052115;https://www.sudoc.fr/001455354;Sous le ciel vide;Johan Bojer;trad. du norvégien par P.-G. La Chesnais;Calmann Lévy;1910;;['088559971'];['Bojer, Johan (1872-1959)'];['02695592X'];['La Chesnais, Pierre Georget (1865-1948)']
620412209;https://www.sudoc.fr/153345780;Christine Lavransdatter;Sigrid Undset;;Stock;1945;;['027172511'];['Undset, Sigrid (1882-1949)'];[];[]
751052138;https://www.sudoc.fr/101602960;La lutte des paysans en Norvège du XVIème au XXème siècle;Halvdan Koht;traduction française de E. Guerre;;;;['079030076'];['Koht, Halvdan (1873-1965)'];['074780352'];['Guerre, Édouard (19..-19..)']
851912102;https://www.sudoc.fr/226979229;Le Parchemin;Karl Holter;traduit du néo-norvégien par Judith Gérard;;;;[];['Holter, Karl ()'];['03472107X'];['Gérard-Arlberg, Judith ()']
543952309;https://www.sudoc.fr/025418858;De l'espace à l'atome;par Carl Störmer,...;traduit sur la 4e édition norvégienne par MM. C. Störmer et A. Boutaric;;;;['034785019'];['Størmer, Carl (1874-1957)'];['030335450'];['Boutaric, Augustin (1885-1949)']
335222103;https://www.sudoc.fr/163164886;La Conquête de la terre;Dr Örjan Olsen,...;traduit du norvégien par E. Guerre,...;;;De Store opdagelser;['074779672'];['Olsen, Orjan (1885-19..)'];['074780352'];['Guerre, Édouard (19..-19..)']
335222103;https://www.sudoc.fr/126987300;La conquête de la terre;Dr Örjan Olsen,...;traduit du norvégien par E. Guerre,...;;;De Store opdagelser;['074779672'];['Olsen, Orjan (1885-19..)'];['074780352'];['Guerre, Édouard (19..-19..)']
422182101;https://www.sudoc.fr/073113964;Le Canard sauvage;Henrik Ibsen;préfaces du traducteur;Perrin et Cie;1918;;['027325032'];['Ibsen, Henrik (1828-1906)'];['028017099'];['Prozor, Maurice (1848-1928)']
422182101;https://www.sudoc.fr/047898712;Les revenants;Henrik Ibsen;traduit par M. Prozor;Perrine;1936;;['027325032'];['Ibsen, Henrik (1828-1906)'];['028017099'];['Prozor, Maurice (1848-1928)']
940282102;https://www.sudoc.fr/184722543;Printemps;Sigrid Undset;trad. du norvégien par Elna Cornet;Stock;1930;;['027172511'];['Undset, Sigrid (1882-1949)'];['034627251'];['Cornet, Elna ()']
290192101;https://www.sudoc.fr/05585706X;Brand;Henrik Ibsen;traduit avec l'autorisation de l'auteur et précédé d'une préf. par le Comte Prozor;Librairie académique Perrin et Cie;1920;;['027325032'];['Ibsen, Henrik (1828-1906)'];['028017099'];['Prozor, Maurice (1848-1928)']
